2.17	-1.9857	-1.32412
2.175	-1.99108	-1.07591
2.18	-1.99522	-0.82702
2.185	-1.99811	-0.577618
2.19	-1.99974	-0.327855
2.195	-2.00013	-0.0778866
2.2	-1.99927	0.17213
2.205	-1.99716	0.422039
2.21	-1.9938	0.671685
2.215	-1.9892	0.92091
2.22	-1.98335	1.16956
2.225	-1.97627	1.41748
2.23	-1.96794	1.66451
2.235	-1.95839	1.91051
2.24	-1.94761	2.1553
2.245	-1.93562	2.39876
2.25	-1.92242	2.64071
2.255	-1.90801	2.88101
2.26	-1.89241	3.11951
2.265	-1.87563	3.35606
2.27	-1.85768	3.59052
2.275	-1.83857	3.82273
2.28	-1.8183	4.05255
2.285	-1.79691	4.27984
2.29	-1.77438	4.50445
2.295	-1.75075	4.72625
2.3	-1.72603	4.94509
2.305	-1.70022	5.16084
2.31	-1.67336	5.37337
2.315	-1.64544	5.58254
2.32	-1.6165	5.78822
2.325	-1.58655	5.99028
2.33	-1.55561	6.1886
2.335	-1.52369	6.38305
2.34	-1.49082	6.57352
2.345	-1.45702	6.75987
2.35	-1.42231	6.942
2.355	-1.38672	7.11979
2.36	-1.35025	7.29313
2.365	-1.31294	7.46191
2.37	-1.27481	7.62602
2.375	-1.23588	7.78538
2.38	-1.19618	7.93986
2.385	-1.15574	8.08938
2.39	-1.11457	8.23385
2.395	-1.0727	8.37317
2.4	-1.03017	8.50726
2.405	-0.986986	8.63603
2.41	-0.943189	8.7594
2.415	-0.898802	8.8773
2.42	-0.853854	8.98965
2.425	-0.808372	9.09638
2.43	-0.762385	9.19743
2.435	-0.715921	9.29273
2.44	-0.66901	9.38222
2.445	-0.621681	9.46585
2.45	-0.573963	9.54356
2.455	-0.525887	9.6153
2.46	-0.477481	9.68104
2.465	-0.428778	9.74072
2.47	-0.379806	9.79432
2.475	-0.330597	9.84179
2.48	-0.281182	9.88312
2.485	-0.23159	9.91827
2.49	-0.181854	9.94722
2.495	-0.132004	9.96995
2.5	-0.0820722	9.98645
2.505	-0.0320887	9.99671
2.51	0.0179149	10.0007
2.515	0.0679073	9.99848
2.52	0.117857	9.98999
2.525	0.167734	9.97526
2.53	0.217505	9.95429
2.535	0.267141	9.9271
2.54	0.316609	9.89371
2.545	0.36588	9.85414
2.55	0.414922	9.8084
2.555	0.463704	9.75653
2.56	0.512197	9.69857
2.565	0.56037	9.63455
2.57	0.608193	9.5645
2.575	0.655635	9.48848
2.58	0.702668	9.40652
2.585	0.749261	9.31869
2.59	0.795386	9.22503
2.595	0.841014	9.12561
2.6	0.886117	9.02048
2.605	0.930665	8.90972
2.61	0.974632	8.79338
2.615	1.01799	8.67155
2.62	1.06071	8.54431
2.625	1.10277	8.41172
2.63	1.14414	8.27387
2.635	1.18479	8.13085
2.64	1.22471	7.98275
2.645	1.26386	7.82967
2.65	1.30221	7.67168
2.655	1.33976	7.50891
2.66	1.37647	7.34144
2.665	1.41231	7.16938
2.67	1.44728	6.99284
2.675	1.48134	6.81193
2.68	1.51447	6.62676
2.685	1.54666	6.43745
2.69	1.57788	6.24412
2.695	1.60811	6.04689
2.7	1.63734	5.84587
2.705	1.66555	5.64121
2.71	1.69271	5.43301
2.715	1.71882	5.22142
2.72	1.74385	5.00657
2.725	1.7678	4.78859
2.73	1.79063	4.56761
2.735	1.81235	4.34378
2.74	1.83294	4.11724
2.745	1.85238	3.88812
2.75	1.87066	3.65658
2.755	1.88778	3.42274
2.76	1.90371	3.18677
2.765	1.91845	2.94881
2.77	1.932	2.709
2.775	1.94434	2.4675
2.78	1.95546	2.22446
2.785	1.96536	1.98003
2.79	1.97403	1.73436
2.795	1.98147	1.4876
2.8	1.98767	1.23992
2.805	1.99263	0.99146
2.81	1.99634	0.742382
2.815	1.9988	0.492839
2.82	2.00002	0.242989
2.825	1.99998	-0.00701304
2.83	1.9987	-0.257011
2.835	1.99616	-0.506848
2.84	1.99238	-0.756368
2.845	1.98735	-1.00542
2.85	1.98108	-1.25384
2.855	1.97358	-1.50147
2.86	1.96484	-1.74817
2.865	1.95487	-1.99377
2.87	1.94368	-2.23813
2.875	1.93127	-2.48109
2.88	1.91766	-2.7225
2.885	1.90285	-2.96221
2.89	1.88685	-3.20006
2.895	1.86967	-3.43592
2.9	1.85132	-3.66963
2.905	1.83181	-3.90104
2.91	1.81116	-4.13002
2.915	1.78938	-4.35641
2.92	1.76648	-4.58009
2.925	1.74248	-4.8009
2.93	1.71738	-5.01871
2.935	1.69122	-5.23338
2.94	1.66399	-5.44478
2.945	1.63573	-5.65278
2.95	1.60644	-5.85725
2.955	1.57615	-6.05805
2.96	1.54488	-6.25507
2.965	1.51264	-6.44818
2.97	1.47945	-6.63726
2.975	1.44534	-6.82219
2.98	1.41032	-7.00286
2.985	1.37443	-7.17915
2.99	1.33767	-7.35095
2.995	1.30008	-7.51816
3	1.26168	-7.68067
3.005	1.22249	-7.83838
3.01	1.18253	-7.9912
3.015	1.14184	-8.13901
3.02	1.10043	-8.28174
3.025	1.05833	-8.41929
3.03	1.01557	-8.55159
3.035	0.972181	-8.67853
3.04	0.928181	-8.80006
3.045	0.883601	-8.91608
3.05	0.838468	-9.02653
3.055	0.792811	-9.13134
3.06	0.746659	-9.23044
3.065	0.70004	-9.32377
3.07	0.652984	-9.41128
3.075	0.60552	-9.4929
3.08	0.557677	-9.56859
3.085	0.509485	-9.6383
3.09	0.460975	-9.70198
3.095	0.412177	-9.75961
3.1	0.363122	-9.81113
3.105	0.313839	-9.85652
3.11	0.26436	-9.89575
3.115	0.214716	-9.92879
3.12	0.164938	-9.95563
3.125	0.115057	-9.97625
3.13	0.0651037	-9.99063
3.135	0.0151098	-9.99877
3.14	-0.0348935	-10.0007
3.145	-0.084875	-9.9963
3.15	-0.134803	-9.98569
3.155	-0.184648	-9.96884
3.16	-0.234376	-9.94576
3.165	-0.283959	-9.91646
3.17	-0.333364	-9.88096
3.175	-0.38256	-9.83929
3.18	-0.431517	-9.79147
3.185	-0.480205	-9.73753
3.19	-0.528593	-9.67751
3.195	-0.57665	-9.61143
3.2	-0.624347	-9.53935
3.205	-0.671653	-9.46131
3.21	-0.71854	-9.37735
3.215	-0.764978	-9.28754
3.22	-0.810937	-9.19191
3.225	-0.85639	-9.09055
3.23	-0.901307	-8.9835
3.235	-0.945661	-8.87083
3.24	-0.989425	-8.75263
3.245	-1.03257	-8.62895
3.25	-1.07507	-8.49988
3.255	-1.1169	-8.36549
3.26	-1.15803	-8.22588
3.265	-1.19843	-8.08113
3.27	-1.23809	-7.93133
3.275	-1.27697	-7.77656
3.28	-1.31506	-7.61694
3.285	-1.35232	-7.45256
3.29	-1.38874	-7.28352
3.295	-1.42429	-7.10993
3.3	-1.45894	-6.93189
3.305	-1.49269	-6.74953
3.31	-1.52551	-6.56294
3.315	-1.55737	-6.37225
3.32	-1.58826	-6.17758
3.325	-1.61815	-5.97905
3.33	-1.64704	-5.77678
3.335	-1.67489	-5.5709
3.34	-1.7017	-5.36154
3.345	-1.72744	-5.14883
3.35	-1.75211	-4.9329
